r	f_numeric	f_exact
0.89969	0.3659	0.3659
0.89978	0.3659	0.3659
0.89987	0.3659	0.36591
0.89995	0.36591	0.36591
0.90004	0.36591	0.36591
0.90013	0.36591	0.36592
0.90022	0.36592	0.36592
0.9003	0.36592	0.36592
0.90039	0.36592	0.36593
0.90048	0.36593	0.36593
0.90057	0.36593	0.36594
0.90065	0.36594	0.36594
0.90074	0.36594	0.36594
0.90083	0.36594	0.36595
0.90092	0.36595	0.36595
0.901	0.36595	0.36595
0.90109	0.36595	0.36596
0.90118	0.36596	0.36596
0.90127	0.36596	0.36596
0.90135	0.36596	0.36597
0.90144	0.36597	0.36597
0.90153	0.36597	0.36597
0.90162	0.36597	0.36598
0.9017	0.36598	0.36598
0.90179	0.36598	0.36598
0.90188	0.36598	0.36599
0.90197	0.36599	0.36599
0.90205	0.36599	0.366
0.90214	0.36599	0.366
0.90223	0.366	0.366
0.90232	0.366	0.36601
0.9024	0.36601	0.36601
0.90249	0.36601	0.36601
0.90258	0.36601	0.36602
0.90267	0.36602	0.36602
0.90275	0.36602	0.36602
0.90284	0.36602	0.36603
0.90293	0.36603	0.36603
0.90302	0.36603	0.36603
0.90311	0.36603	0.36604
0.90319	0.36604	0.36604
0.90328	0.36604	0.36604
0.90337	0.36604	0.36605
0.90346	0.36605	0.36605
0.90354	0.36605	0.36605
0.90363	0.36605	0.36606
0.90372	0.36606	0.36606
0.90381	0.36606	0.36606
0.90389	0.36606	0.36607
0.90398	0.36607	0.36607
0.90407	0.36607	0.36607
0.90416	0.36607	0.36608
0.90425	0.36608	0.36608
0.90433	0.36608	0.36608
0.90442	0.36608	0.36609
0.90451	0.36609	0.36609
0.9046	0.36609	0.36609
0.90468	0.36609	0.3661
0.90477	0.3661	0.3661
0.90486	0.3661	0.36611
0.90495	0.3661	0.36611
0.90504	0.36611	0.36611
0.90512	0.36611	0.36612
0.90521	0.36611	0.36612
0.9053	0.36612	0.36612
0.90539	0.36612	0.36613
0.90548	0.36612	0.36613
0.90556	0.36613	0.36613
0.90565	0.36613	0.36614
0.90574	0.36613	0.36614
0.90583	0.36614	0.36614
0.90592	0.36614	0.36615
0.906	0.36614	0.36615
0.90609	0.36615	0.36615
0.90618	0.36615	0.36616
0.90627	0.36615	0.36616
0.90636	0.36616	0.36616
0.90644	0.36616	0.36617
0.90653	0.36616	0.36617
0.90662	0.36617	0.36617
0.90671	0.36617	0.36618
0.9068	0.36617	0.36618
0.90688	0.36618	0.36618
0.90697	0.36618	0.36619
0.90706	0.36618	0.36619
0.90715	0.36619	0.36619
0.90724	0.36619	0.3662
0.90732	0.36619	0.3662
0.90741	0.3662	0.3662
0.9075	0.3662	0.36621
0.90759	0.3662	0.36621
0.90768	0.36621	0.36621
0.90776	0.36621	0.36621
0.90785	0.36621	0.36622
0.90794	0.36622	0.36622
0.90803	0.36622	0.36622
0.90812	0.36622	0.36623
0.90821	0.36623	0.36623
0.90829	0.36623	0.36623
0.90838	0.36623	0.36624
0.90847	0.36624	0.36624
0.90856	0.36624	0.36624
0.90865	0.36624	0.36625
0.90873	0.36625	0.36625
0.90882	0.36625	0.36625
0.90891	0.36625	0.36626
0.909	0.36626	0.36626
0.90909	0.36626	0.36626
0.90918	0.36626	0.36627
0.90926	0.36627	0.36627
0.90935	0.36627	0.36627
0.90944	0.36627	0.36628
0.90953	0.36628	0.36628
0.90962	0.36628	0.36628
0.9097	0.36628	0.36629
0.90979	0.36629	0.36629
0.90988	0.36629	0.36629
0.90997	0.36629	0.3663
0.91006	0.3663	0.3663
0.91015	0.3663	0.3663
0.91023	0.3663	0.36631
0.91032	0.3663	0.36631
0.91041	0.36631	0.36631
0.9105	0.36631	0.36632
0.91059	0.36631	0.36632
0.91068	0.36632	0.36632
0.91077	0.36632	0.36632
0.91085	0.36632	0.36633
0.91094	0.36633	0.36633
0.91103	0.36633	0.36633
0.91112	0.36633	0.36634
0.91121	0.36634	0.36634
0.9113	0.36634	0.36634
0.91138	0.36634	0.36635
0.91147	0.36635	0.36635
0.91156	0.36635	0.36635
0.91165	0.36635	0.36636
0.91174	0.36636	0.36636
0.91183	0.36636	0.36636
0.91192	0.36636	0.36637
0.912	0.36636	0.36637
0.91209	0.36637	0.36637
0.91218	0.36637	0.36638
0.91227	0.36637	0.36638
0.91236	0.36638	0.36638
0.91245	0.36638	0.36638
0.91253	0.36638	0.36639
0.91262	0.36639	0.36639
0.91271	0.36639	0.36639
0.9128	0.36639	0.3664
0.91289	0.3664	0.3664
0.91298	0.3664	0.3664
0.91307	0.3664	0.36641
0.91315	0.36641	0.36641
0.91324	0.36641	0.36641
0.91333	0.36641	0.36642
0.91342	0.36641	0.36642
0.91351	0.36642	0.36642
0.9136	0.36642	0.36642
0.91369	0.36642	0.36643
0.91378	0.36643	0.36643
0.91386	0.36643	0.36643
0.91395	0.36643	0.36644
0.91404	0.36644	0.36644
0.91413	0.36644	0.36644
0.91422	0.36644	0.36645
0.91431	0.36644	0.36645
0.9144	0.36645	0.36645
0.91449	0.36645	0.36646
0.91457	0.36645	0.36646
0.91466	0.36646	0.36646
0.91475	0.36646	0.36646
0.91484	0.36646	0.36647
0.91493	0.36647	0.36647
0.91502	0.36647	0.36647
0.91511	0.36647	0.36648
0.9152	0.36648	0.36648
0.91528	0.36648	0.36648
0.91537	0.36648	0.36649
0.91546	0.36648	0.36649
0.91555	0.36649	0.36649
0.91564	0.36649	0.36649
0.91573	0.36649	0.3665
0.91582	0.3665	0.3665
0.91591	0.3665	0.3665
0.916	0.3665	0.36651
0.91608	0.36651	0.36651
0.91617	0.36651	0.36651
0.91626	0.36651	0.36652
0.91635	0.36651	0.36652
0.91644	0.36652	0.36652
0.91653	0.36652	0.36652
0.91662	0.36652	0.36653
0.91671	0.36653	0.36653
0.9168	0.36653	0.36653
0.91688	0.36653	0.36654
0.91697	0.36653	0.36654
0.91706	0.36654	0.36654
0.91715	0.36654	0.36654
0.91724	0.36654	0.36655
0.91733	0.36655	0.36655
0.91742	0.36655	0.36655
0.91751	0.36655	0.36656
0.9176	0.36656	0.36656
0.91769	0.36656	0.36656
0.91777	0.36656	0.36657
0.91786	0.36656	0.36657
0.91795	0.36657	0.36657
0.91804	0.36657	0.36657
0.91813	0.36657	0.36658
0.91822	0.36658	0.36658
0.91831	0.36658	0.36658
0.9184	0.36658	0.36659
0.91849	0.36658	0.36659
0.91858	0.36659	0.36659
0.91867	0.36659	0.36659
0.91875	0.36659	0.3666
0.91884	0.3666	0.3666
0.91893	0.3666	0.3666
0.91902	0.3666	0.36661
0.91911	0.3666	0.36661
0.9192	0.36661	0.36661
0.91929	0.36661	0.36661
0.91938	0.36661	0.36662
0.91947	0.36662	0.36662
0.91956	0.36662	0.36662
0.91965	0.36662	0.36663
0.91974	0.36662	0.36663
0.91982	0.36663	0.36663
0.91991	0.36663	0.36663
0.92	0.36663	0.36664
0.92009	0.36664	0.36664
0.92018	0.36664	0.36664
0.92027	0.36664	0.36665
0.92036	0.36664	0.36665
0.92045	0.36665	0.36665
0.92054	0.36665	0.36665
0.92063	0.36665	0.36666
0.92072	0.36666	0.36666
0.92081	0.36666	0.36666
0.9209	0.36666	0.36667
0.92099	0.36666	0.36667
0.92107	0.36667	0.36667
0.92116	0.36667	0.36667
0.92125	0.36667	0.36668
0.92134	0.36668	0.36668
0.92143	0.36668	0.36668
0.92152	0.36668	0.36669
0.92161	0.36668	0.36669
0.9217	0.36669	0.36669
0.92179	0.36669	0.36669
0.92188	0.36669	0.3667
0.92197	0.3667	0.3667
0.92206	0.3667	0.3667
0.92215	0.3667	0.36671
0.92224	0.3667	0.36671
0.92233	0.36671	0.36671
0.92242	0.36671	0.36671
0.92251	0.36671	0.36672
0.9226	0.36671	0.36672
0.92268	0.36672	0.36672
0.92277	0.36672	0.36672
0.92286	0.36672	0.36673
0.92295	0.36673	0.36673
0.92304	0.36673	0.36673
0.92313	0.36673	0.36674
0.92322	0.36673	0.36674
0.92331	0.36674	0.36674
0.9234	0.36674	0.36674
0.92349	0.36674	0.36675
0.92358	0.36674	0.36675
0.92367	0.36675	0.36675
0.92376	0.36675	0.36675
0.92385	0.36675	0.36676
0.92394	0.36676	0.36676
0.92403	0.36676	0.36676
0.92412	0.36676	0.36677
0.92421	0.36676	0.36677
0.9243	0.36677	0.36677
0.92439	0.36677	0.36677
0.92448	0.36677	0.36678
0.92457	0.36677	0.36678
0.92466	0.36678	0.36678
0.92475	0.36678	0.36678
0.92484	0.36678	0.36679
0.92493	0.36679	0.36679
0.92501	0.36679	0.36679
0.9251	0.36679	0.36679
0.92519	0.36679	0.3668
0.92528	0.3668	0.3668
0.92537	0.3668	0.3668
0.92546	0.3668	0.36681
0.92555	0.3668	0.36681
0.92564	0.36681	0.36681
0.92573	0.36681	0.36681
0.92582	0.36681	0.36682
0.92591	0.36681	0.36682
0.926	0.36682	0.36682
0.92609	0.36682	0.36682
0.92618	0.36682	0.36683
0.92627	0.36682	0.36683
0.92636	0.36683	0.36683
0.92645	0.36683	0.36683
0.92654	0.36683	0.36684
0.92663	0.36684	0.36684
0.92672	0.36684	0.36684
0.92681	0.36684	0.36684
0.9269	0.36684	0.36685
0.92699	0.36685	0.36685
0.92708	0.36685	0.36685
0.92717	0.36685	0.36686
0.92726	0.36685	0.36686
0.92735	0.36686	0.36686
0.92744	0.36686	0.36686
0.92753	0.36686	0.36687
0.92762	0.36686	0.36687
0.92771	0.36687	0.36687
0.9278	0.36687	0.36687
0.92789	0.36687	0.36688
0.92798	0.36687	0.36688
0.92807	0.36688	0.36688
0.92816	0.36688	0.36688
0.92825	0.36688	0.36689
0.92834	0.36688	0.36689
0.92843	0.36689	0.36689
0.92852	0.36689	0.36689
0.92861	0.36689	0.3669
0.9287	0.36689	0.3669
0.92879	0.3669	0.3669
0.92888	0.3669	0.3669
0.92897	0.3669	0.36691
0.92906	0.3669	0.36691
0.92915	0.36691	0.36691
0.92924	0.36691	0.36691
0.92933	0.36691	0.36692
0.92942	0.36691	0.36692
0.92951	0.36692	0.36692
0.9296	0.36692	0.36692
0.92969	0.36692	0.36693
0.92978	0.36692	0.36693
0.92987	0.36693	0.36693
0.92996	0.36693	0.36693
0.93005	0.36693	0.36694
0.93014	0.36693	0.36694
0.93023	0.36694	0.36694
0.93032	0.36694	0.36694
0.93041	0.36694	0.36695
0.9305	0.36694	0.36695
0.93059	0.36695	0.36695
0.93068	0.36695	0.36695
0.93077	0.36695	0.36696
0.93087	0.36695	0.36696
0.93096	0.36696	0.36696
0.93105	0.36696	0.36696
0.93114	0.36696	0.36697
0.93123	0.36696	0.36697
0.93132	0.36697	0.36697
0.93141	0.36697	0.36697
0.9315	0.36697	0.36698
0.93159	0.36697	0.36698
0.93168	0.36698	0.36698
0.93177	0.36698	0.36698
0.93186	0.36698	0.36699
0.93195	0.36698	0.36699
0.93204	0.36699	0.36699
0.93213	0.36699	0.36699
0.93222	0.36699	0.367
0.93231	0.36699	0.367
0.9324	0.367	0.367
0.93249	0.367	0.367
0.93258	0.367	0.367
0.93267	0.367	0.36701
0.93276	0.36701	0.36701
0.93285	0.36701	0.36701
0.93294	0.36701	0.36701
0.93303	0.36701	0.36702
0.93312	0.36701	0.36702
0.93322	0.36702	0.36702
0.93331	0.36702	0.36702
0.9334	0.36702	0.36703
0.93349	0.36702	0.36703
0.93358	0.36703	0.36703
0.93367	0.36703	0.36703
0.93376	0.36703	0.36704
0.93385	0.36703	0.36704
0.93394	0.36704	0.36704
0.93403	0.36704	0.36704
0.93412	0.36704	0.36705
0.93421	0.36704	0.36705
0.9343	0.36705	0.36705
0.93439	0.36705	0.36705
0.93448	0.36705	0.36705
0.93457	0.36705	0.36706
0.93466	0.36705	0.36706
0.93476	0.36706	0.36706
0.93485	0.36706	0.36706
0.93494	0.36706	0.36707
0.93503	0.36706	0.36707
0.93512	0.36707	0.36707
0.93521	0.36707	0.36707
0.9353	0.36707	0.36708
0.93539	0.36707	0.36708
0.93548	0.36708	0.36708
0.93557	0.36708	0.36708
0.93566	0.36708	0.36708
0.93575	0.36708	0.36709
0.93584	0.36708	0.36709
0.93593	0.36709	0.36709
0.93603	0.36709	0.36709
0.93612	0.36709	0.3671
0.93621	0.36709	0.3671
0.9363	0.3671	0.3671
0.93639	0.3671	0.3671
0.93648	0.3671	0.36711
0.93657	0.3671	0.36711
0.93666	0.36711	0.36711
0.93675	0.36711	0.36711
0.93684	0.36711	0.36711
0.93693	0.36711	0.36712
0.93702	0.36711	0.36712
0.93712	0.36712	0.36712
0.93721	0.36712	0.36712
0.9373	0.36712	0.36713
0.93739	0.36712	0.36713
0.93748	0.36713	0.36713
0.93757	0.36713	0.36713
0.93766	0.36713	0.36713
0.93775	0.36713	0.36714
0.93784	0.36713	0.36714
0.93793	0.36714	0.36714
0.93802	0.36714	0.36714
0.93812	0.36714	0.36715
0.93821	0.36714	0.36715
0.9383	0.36715	0.36715
0.93839	0.36715	0.36715
0.93848	0.36715	0.36715
0.93857	0.36715	0.36716
0.93866	0.36715	0.36716
0.93875	0.36716	0.36716
0.93884	0.36716	0.36716
0.93893	0.36716	0.36716
0.93903	0.36716	0.36717
0.93912	0.36716	0.36717
0.93921	0.36717	0.36717
0.9393	0.36717	0.36717
0.93939	0.36717	0.36718
0.93948	0.36717	0.36718
0.93957	0.36718	0.36718
0.93966	0.36718	0.36718
0.93975	0.36718	0.36718
0.93985	0.36718	0.36719
0.93994	0.36718	0.36719
0.94003	0.36719	0.36719
0.94012	0.36719	0.36719
0.94021	0.36719	0.3672
0.9403	0.36719	0.3672
0.94039	0.36719	0.3672
0.94048	0.3672	0.3672
0.94057	0.3672	0.3672
0.94067	0.3672	0.36721
0.94076	0.3672	0.36721
0.94085	0.36721	0.36721
0.94094	0.36721	0.36721
0.94103	0.36721	0.36721
0.94112	0.36721	0.36722
0.94121	0.36721	0.36722
0.9413	0.36722	0.36722
0.9414	0.36722	0.36722
0.94149	0.36722	0.36722
0.94158	0.36722	0.36723
0.94167	0.36722	0.36723
0.94176	0.36723	0.36723
0.94185	0.36723	0.36723
0.94194	0.36723	0.36723
0.94204	0.36723	0.36724
0.94213	0.36723	0.36724
0.94222	0.36724	0.36724
0.94231	0.36724	0.36724
0.9424	0.36724	0.36725
0.94249	0.36724	0.36725
0.94258	0.36724	0.36725
0.94267	0.36725	0.36725
0.94277	0.36725	0.36725
0.94286	0.36725	0.36726
0.94295	0.36725	0.36726
0.94304	0.36726	0.36726
0.94313	0.36726	0.36726
0.94322	0.36726	0.36726
0.94331	0.36726	0.36727
0.94341	0.36726	0.36727
0.9435	0.36727	0.36727
0.94359	0.36727	0.36727
0.94368	0.36727	0.36727
0.94377	0.36727	0.36728
0.94386	0.36727	0.36728
0.94396	0.36728	0.36728
0.94405	0.36728	0.36728
0.94414	0.36728	0.36728
0.94423	0.36728	0.36729
0.94432	0.36728	0.36729
0.94441	0.36729	0.36729
0.9445	0.36729	0.36729
0.9446	0.36729	0.36729
0.94469	0.36729	0.3673
0.94478	0.36729	0.3673
0.94487	0.36729	0.3673
0.94496	0.3673	0.3673
0.94505	0.3673	0.3673
0.94515	0.3673	0.36731
0.94524	0.3673	0.36731
0.94533	0.3673	0.36731
0.94542	0.36731	0.36731
0.94551	0.36731	0.36731
0.9456	0.36731	0.36732
0.9457	0.36731	0.36732
0.94579	0.36731	0.36732
0.94588	0.36732	0.36732
0.94597	0.36732	0.36732
0.94606	0.36732	0.36732
0.94615	0.36732	0.36733
0.94625	0.36732	0.36733
0.94634	0.36733	0.36733
0.94643	0.36733	0.36733
0.94652	0.36733	0.36733
0.94661	0.36733	0.36734
0.94671	0.36733	0.36734
0.9468	0.36734	0.36734
0.94689	0.36734	0.36734
0.94698	0.36734	0.36734
0.94707	0.36734	0.36735
0.94716	0.36734	0.36735
0.94726	0.36734	0.36735
0.94735	0.36735	0.36735
0.94744	0.36735	0.36735
0.94753	0.36735	0.36736
0.94762	0.36735	0.36736
0.94772	0.36735	0.36736
0.94781	0.36736	0.36736
0.9479	0.36736	0.36736
0.94799	0.36736	0.36736
0.94808	0.36736	0.36737
0.94818	0.36736	0.36737
0.94827	0.36737	0.36737
0.94836	0.36737	0.36737
0.94845	0.36737	0.36737
0.94854	0.36737	0.36738
0.94863	0.36737	0.36738
0.94873	0.36737	0.36738
0.94882	0.36738	0.36738
0.94891	0.36738	0.36738
0.949	0.36738	0.36738
0.94909	0.36738	0.36739
0.94919	0.36738	0.36739
0.94928	0.36739	0.36739
0.94937	0.36739	0.36739
0.94946	0.36739	0.36739
0.94956	0.36739	0.3674
0.94965	0.36739	0.3674
0.94974	0.36739	0.3674
0.94983	0.3674	0.3674
0.94992	0.3674	0.3674
0.95002	0.3674	0.3674
0.95011	0.3674	0.36741
0.9502	0.3674	0.36741
0.95029	0.36741	0.36741
0.95038	0.36741	0.36741
0.95048	0.36741	0.36741
0.95057	0.36741	0.36741
0.95066	0.36741	0.36742
0.95075	0.36741	0.36742
0.95085	0.36742	0.36742
0.95094	0.36742	0.36742
0.95103	0.36742	0.36742
0.95112	0.36742	0.36743
0.95121	0.36742	0.36743
0.95131	0.36742	0.36743
0.9514	0.36743	0.36743
0.95149	0.36743	0.36743
0.95158	0.36743	0.36743
0.95168	0.36743	0.36744
0.95177	0.36743	0.36744
0.95186	0.36743	0.36744
0.95195	0.36744	0.36744
0.95204	0.36744	0.36744
0.95214	0.36744	0.36744
0.95223	0.36744	0.36745
0.95232	0.36744	0.36745
0.95241	0.36744	0.36745
0.95251	0.36745	0.36745
0.9526	0.36745	0.36745
0.95269	0.36745	0.36745
0.95278	0.36745	0.36746
0.95288	0.36745	0.36746
0.95297	0.36746	0.36746
0.95306	0.36746	0.36746
0.95315	0.36746	0.36746
0.95325	0.36746	0.36746
0.95334	0.36746	0.36747
0.95343	0.36746	0.36747
0.95352	0.36747	0.36747
0.95362	0.36747	0.36747
0.95371	0.36747	0.36747
0.9538	0.36747	0.36747
0.95389	0.36747	0.36748
0.95399	0.36747	0.36748
0.95408	0.36747	0.36748
0.95417	0.36748	0.36748
0.95426	0.36748	0.36748
0.95436	0.36748	0.36748
0.95445	0.36748	0.36749
0.95454	0.36748	0.36749
0.95463	0.36748	0.36749
0.95473	0.36749	0.36749
0.95482	0.36749	0.36749
0.95491	0.36749	0.36749
0.955	0.36749	0.3675
0.9551	0.36749	0.3675
0.95519	0.36749	0.3675
0.95528	0.3675	0.3675
0.95537	0.3675	0.3675
0.95547	0.3675	0.3675
0.95556	0.3675	0.36751
0.95565	0.3675	0.36751
0.95574	0.3675	0.36751
0.95584	0.36751	0.36751
0.95593	0.36751	0.36751
0.95602	0.36751	0.36751
0.95612	0.36751	0.36751
0.95621	0.36751	0.36752
0.9563	0.36751	0.36752
0.95639	0.36751	0.36752
0.95649	0.36752	0.36752
0.95658	0.36752	0.36752
0.95667	0.36752	0.36752
0.95676	0.36752	0.36753
0.95686	0.36752	0.36753
0.95695	0.36752	0.36753
0.95704	0.36753	0.36753
0.95714	0.36753	0.36753
0.95723	0.36753	0.36753
0.95732	0.36753	0.36753
0.95741	0.36753	0.36754
0.95751	0.36753	0.36754
0.9576	0.36753	0.36754
0.95769	0.36754	0.36754
0.95779	0.36754	0.36754
0.95788	0.36754	0.36754
0.95797	0.36754	0.36755
0.95806	0.36754	0.36755
0.95816	0.36754	0.36755
0.95825	0.36755	0.36755
0.95834	0.36755	0.36755
0.95844	0.36755	0.36755
0.95853	0.36755	0.36755
0.95862	0.36755	0.36756
0.95871	0.36755	0.36756
0.95881	0.36755	0.36756
0.9589	0.36756	0.36756
0.95899	0.36756	0.36756
0.95909	0.36756	0.36756
0.95918	0.36756	0.36756
0.95927	0.36756	0.36757
0.95937	0.36756	0.36757
0.95946	0.36756	0.36757
0.95955	0.36757	0.36757
0.95964	0.36757	0.36757
0.95974	0.36757	0.36757
0.95983	0.36757	0.36757
0.95992	0.36757	0.36758
0.96002	0.36757	0.36758
0.96011	0.36757	0.36758
0.9602	0.36758	0.36758
0.9603	0.36758	0.36758
0.96039	0.36758	0.36758
0.96048	0.36758	0.36758
0.96058	0.36758	0.36759
0.96067	0.36758	0.36759
0.96076	0.36758	0.36759
0.96086	0.36759	0.36759
0.96095	0.36759	0.36759
0.96104	0.36759	0.36759
0.96113	0.36759	0.36759
0.96123	0.36759	0.3676
0.96132	0.36759	0.3676
0.96141	0.36759	0.3676
0.96151	0.3676	0.3676
0.9616	0.3676	0.3676
0.96169	0.3676	0.3676
0.96179	0.3676	0.3676
0.96188	0.3676	0.36761
0.96197	0.3676	0.36761
0.96207	0.3676	0.36761
0.96216	0.3676	0.36761
0.96225	0.36761	0.36761
0.96235	0.36761	0.36761
0.96244	0.36761	0.36761
0.96253	0.36761	0.36761
0.96263	0.36761	0.36762
0.96272	0.36761	0.36762
0.96281	0.36761	0.36762
0.96291	0.36762	0.36762
0.963	0.36762	0.36762
0.96309	0.36762	0.36762
0.96319	0.36762	0.36762
0.96328	0.36762	0.36763
0.96337	0.36762	0.36763
0.96347	0.36762	0.36763
0.96356	0.36762	0.36763
0.96365	0.36763	0.36763
0.96375	0.36763	0.36763
0.96384	0.36763	0.36763
0.96394	0.36763	0.36763
0.96403	0.36763	0.36764
0.96412	0.36763	0.36764
0.96422	0.36763	0.36764
0.96431	0.36763	0.36764
0.9644	0.36764	0.36764
0.9645	0.36764	0.36764
0.96459	0.36764	0.36764
0.96468	0.36764	0.36764
0.96478	0.36764	0.36765
0.96487	0.36764	0.36765
0.96496	0.36764	0.36765
0.96506	0.36764	0.36765
0.96515	0.36765	0.36765
0.96525	0.36765	0.36765
0.96534	0.36765	0.36765
0.96543	0.36765	0.36765
0.96553	0.36765	0.36766
0.96562	0.36765	0.36766
0.96571	0.36765	0.36766
0.96581	0.36765	0.36766
0.9659	0.36766	0.36766
0.96599	0.36766	0.36766
0.96609	0.36766	0.36766
0.96618	0.36766	0.36766
0.96628	0.36766	0.36767
0.96637	0.36766	0.36767
0.96646	0.36766	0.36767
0.96656	0.36766	0.36767
0.96665	0.36767	0.36767
0.96674	0.36767	0.36767
0.96684	0.36767	0.36767
0.96693	0.36767	0.36767
0.96703	0.36767	0.36767
0.96712	0.36767	0.36768
0.96721	0.36767	0.36768
0.96731	0.36767	0.36768
0.9674	0.36767	0.36768
0.96749	0.36768	0.36768
0.96759	0.36768	0.36768
0.96768	0.36768	0.36768
0.96778	0.36768	0.36768
0.96787	0.36768	0.36769
0.96796	0.36768	0.36769
0.96806	0.36768	0.36769
0.96815	0.36768	0.36769
0.96825	0.36769	0.36769
0.96834	0.36769	0.36769
0.96843	0.36769	0.36769
0.96853	0.36769	0.36769
0.96862	0.36769	0.36769
0.96872	0.36769	0.3677
0.96881	0.36769	0.3677
0.9689	0.36769	0.3677
0.969	0.36769	0.3677
0.96909	0.3677	0.3677
0.96918	0.3677	0.3677
0.96928	0.3677	0.3677
0.96937	0.3677	0.3677
0.96947	0.3677	0.3677
0.96956	0.3677	0.36771
0.96966	0.3677	0.36771
0.96975	0.3677	0.36771
0.96984	0.3677	0.36771
0.96994	0.36771	0.36771
0.97003	0.36771	0.36771
0.97013	0.36771	0.36771
0.97022	0.36771	0.36771
0.97031	0.36771	0.36771
0.97041	0.36771	0.36772
0.9705	0.36771	0.36772
0.9706	0.36771	0.36772
0.97069	0.36771	0.36772
0.97078	0.36771	0.36772
0.97088	0.36772	0.36772
0.97097	0.36772	0.36772
0.97107	0.36772	0.36772
0.97116	0.36772	0.36772
0.97126	0.36772	0.36772
0.97135	0.36772	0.36773
0.97144	0.36772	0.36773
0.97154	0.36772	0.36773
0.97163	0.36772	0.36773
0.97173	0.36772	0.36773
0.97182	0.36773	0.36773
0.97192	0.36773	0.36773
0.97201	0.36773	0.36773
0.9721	0.36773	0.36773
0.9722	0.36773	0.36773
0.97229	0.36773	0.36774
0.97239	0.36773	0.36774
0.97248	0.36773	0.36774
0.97258	0.36773	0.36774
0.97267	0.36773	0.36774
0.97276	0.36774	0.36774
0.97286	0.36774	0.36774
0.97295	0.36774	0.36774
0.97305	0.36774	0.36774
0.97314	0.36774	0.36774
0.97324	0.36774	0.36775
0.97333	0.36774	0.36775
0.97342	0.36774	0.36775
0.97352	0.36774	0.36775
0.97361	0.36774	0.36775
0.97371	0.36775	0.36775
0.9738	0.36775	0.36775
0.9739	0.36775	0.36775
0.97399	0.36775	0.36775
0.97409	0.36775	0.36775
0.97418	0.36775	0.36775
0.97427	0.36775	0.36776
0.97437	0.36775	0.36776
0.97446	0.36775	0.36776
0.97456	0.36775	0.36776
0.97465	0.36775	0.36776
0.97475	0.36776	0.36776
0.97484	0.36776	0.36776
0.97494	0.36776	0.36776
0.97503	0.36776	0.36776
0.97513	0.36776	0.36776
0.97522	0.36776	0.36776
0.97532	0.36776	0.36777
0.97541	0.36776	0.36777
0.9755	0.36776	0.36777
0.9756	0.36776	0.36777
0.97569	0.36776	0.36777
0.97579	0.36777	0.36777
0.97588	0.36777	0.36777
0.97598	0.36777	0.36777
0.97607	0.36777	0.36777
0.97617	0.36777	0.36777
0.97626	0.36777	0.36777
0.97636	0.36777	0.36777
0.97645	0.36777	0.36778
0.97655	0.36777	0.36778
0.97664	0.36777	0.36778
0.97674	0.36777	0.36778
0.97683	0.36777	0.36778
0.97693	0.36778	0.36778
0.97702	0.36778	0.36778
0.97711	0.36778	0.36778
0.97721	0.36778	0.36778
0.9773	0.36778	0.36778
0.9774	0.36778	0.36778
0.97749	0.36778	0.36778
0.97759	0.36778	0.36779
0.97768	0.36778	0.36779
0.97778	0.36778	0.36779
0.97787	0.36778	0.36779
0.97797	0.36778	0.36779
0.97806	0.36778	0.36779
0.97816	0.36779	0.36779
0.97825	0.36779	0.36779
0.97835	0.36779	0.36779
0.97844	0.36779	0.36779
0.97854	0.36779	0.36779
0.97863	0.36779	0.36779
0.97873	0.36779	0.3678
0.97882	0.36779	0.3678
0.97892	0.36779	0.3678
0.97901	0.36779	0.3678
0.97911	0.36779	0.3678
0.9792	0.36779	0.3678
0.9793	0.36779	0.3678
0.97939	0.3678	0.3678
0.97949	0.3678	0.3678
0.97958	0.3678	0.3678
0.97968	0.3678	0.3678
0.97977	0.3678	0.3678
0.97987	0.3678	0.3678
0.97996	0.3678	0.3678
0.98006	0.3678	0.36781
0.98015	0.3678	0.36781
0.98025	0.3678	0.36781
0.98034	0.3678	0.36781
0.98044	0.3678	0.36781
0.98053	0.3678	0.36781
0.98063	0.3678	0.36781
0.98072	0.36781	0.36781
0.98082	0.36781	0.36781
0.98091	0.36781	0.36781
0.98101	0.36781	0.36781
0.9811	0.36781	0.36781
0.9812	0.36781	0.36781
0.9813	0.36781	0.36781
0.98139	0.36781	0.36781
0.98149	0.36781	0.36782
0.98158	0.36781	0.36782
0.98168	0.36781	0.36782
0.98177	0.36781	0.36782
0.98187	0.36781	0.36782
0.98196	0.36781	0.36782
0.98206	0.36781	0.36782
0.98215	0.36782	0.36782
0.98225	0.36782	0.36782
0.98234	0.36782	0.36782
0.98244	0.36782	0.36782
0.98253	0.36782	0.36782
0.98263	0.36782	0.36782
0.98272	0.36782	0.36782
0.98282	0.36782	0.36782
0.98292	0.36782	0.36783
0.98301	0.36782	0.36783
0.98311	0.36782	0.36783
0.9832	0.36782	0.36783
0.9833	0.36782	0.36783
0.98339	0.36782	0.36783
0.98349	0.36782	0.36783
0.98358	0.36782	0.36783
0.98368	0.36783	0.36783
0.98377	0.36783	0.36783
0.98387	0.36783	0.36783
0.98396	0.36783	0.36783
0.98406	0.36783	0.36783
0.98416	0.36783	0.36783
0.98425	0.36783	0.36783
0.98435	0.36783	0.36783
0.98444	0.36783	0.36783
0.98454	0.36783	0.36784
0.98463	0.36783	0.36784
0.98473	0.36783	0.36784
0.98482	0.36783	0.36784
0.98492	0.36783	0.36784
